ID da Venda,Data da Venda,Preço,Preço Original,Desconto Aplicado,Produto,Categoria,Marca,Canal de Venda,Região,Nome do Funcionário,Quantidade de Vendas,Quantidade em Estoque,Avaliação
V042971,2024-01-20,5541.11,5951.87,410.76,Processador,Componentes,Corsair,Venda Direta,Nordeste,Bruno Lima,17,162,3.2
V042972,2023-01-01,126.58,134.03,7.45,TV Box,Áudio e Vídeo,Bose,Venda Direta,Sul,Eduardo Rocha,75,130,2.9
V042973,2023-08-21,257.87,333.84,75.97,Microfone,Áudio e Vídeo,Sony,E-commerce,Sul,Daniela Souza,22,194,2.6
V042974,2023-06-03,240.25,270.31,30.06,Webcam,Periféricos,Multilaser,Venda Direta,Sul,Ana Costa,85,36,3.0
V042975,2024-12-24,2261.32,2544.42,283.1,Projetor,Áudio e Vídeo,JBL,Venda Direta,Sudeste,Eduardo Rocha,2,59,3.3
V042976,2024-03-13,294.76,331.13,36.37,Webcam,Periféricos,HP,E-commerce,Nordeste,Daniela Souza,34,121,2.7
V042977,2025-04-20,71.86,88.93,17.07,Leitor de Cartão,Acessórios,Genérico,E-commerce,Nordeste,Bruno Lima,70,162,4.6
V042978,2023-12-26,1760.05,2488.66,728.61,Notebook,Informática,Asus,E-commerce,Sudeste,Daniela Souza,10,84,1.9
V042979,2025-02-06,554.52,563.71,9.19,Memória RAM,Componentes,Corsair,Marketplace,Sul,Daniela Souza,77,78,1.7
V042980,2024-03-11,2658.47,3579.61,921.14,Notebook,Informática,Lenovo,Marketplace,Nordeste,Fernanda Alves,41,130,4.0
V042981,2024-07-02,4557.72,5924.01,1366.29,Notebook,Informática,Acer,E-commerce,Norte,Bruno Lima,70,65,3.9
V042982,2025-02-11,652.24,899.85,247.61,Dock Station,Periféricos,Logitech,Venda Direta,Nordeste,Carlos Silva,23,30,4.4
V042983,2025-01-31,91.93,120.64,28.71,Adaptador Bluetooth,Acessórios,Belkin,Venda Direta,Sul,Bruno Lima,9,105,1.8
V042984,2024-06-11,1097.32,1371.49,274.17,Impressora,Periféricos,Logitech,Loja Física,Sudeste,Bruno Lima,26,93,1.3
V042985,2024-10-17,75.45,105.75,30.3,Lâmpada Inteligente,Eletrônicos,Xiaomi,Marketplace,Sul,Eduardo Rocha,79,24,2.3
V042986,2023-06-14,101.86,107.1,5.24,Ring Light,Acessórios,Belkin,Marketplace,Sul,Eduardo Rocha,33,123,4.6
V042987,2025-02-24,211.34,298.16,86.82,Switch de Rede,Rede,Cisco,Loja Física,Centro-Oeste,Ana Costa,14,102,3.5
V042988,2024-12-13,284.72,299.08,14.36,Microfone,Áudio e Vídeo,Philips,E-commerce,Sudeste,Eduardo Rocha,23,120,3.2
V042989,2024-09-24,113.46,130.37,16.91,Lâmpada Inteligente,Eletrônicos,Samsung,Marketplace,Sudeste,Carlos Silva,83,150,4.5
V042990,2025-02-02,806.4,807.54,1.14,HD Externo,Armazenamento,SanDisk,Venda Direta,Norte,Daniela Souza,44,148,1.1
V042991,2023-04-26,1331.53,1529.99,198.46,SSD,Armazenamento,Kingston,Loja Física,Norte,Bruno Lima,25,52,4.4
V042992,2024-03-01,218.01,235.05,17.04,Tripé,Acessórios,Genérico,Venda Direta,Sudeste,Carlos Silva,37,189,3.9
V042993,2024-01-13,74.4,79.27,4.87,Mouse,Periféricos,Logitech,Marketplace,Centro-Oeste,Carlos Silva,18,186,3.9
V042994,2023-05-08,1709.56,1893.77,184.21,Tablet,Eletrônicos,LG,Venda Direta,Nordeste,Daniela Souza,90,152,1.2
V042995,2024-11-15,164.64,166.44,1.8,Teclado,Periféricos,Dell,Loja Física,Norte,Bruno Lima,47,178,1.8
V042996,2023-11-04,613.78,631.01,17.23,Roteador,Rede,TP-Link,Loja Física,Nordeste,Fernanda Alves,23,42,4.1
V042997,2025-02-26,1006.63,1143.75,137.12,Impressora,Periféricos,HP,Marketplace,Sul,Ana Costa,40,158,1.2
V042998,2025-04-16,56.78,64.58,7.8,Cooler,Componentes,NVIDIA,Venda Direta,Nordeste,Daniela Souza,17,52,4.5
V042999,2023-07-13,180.9,233.99,53.09,Leitor de Cartão,Acessórios,Baseus,Loja Física,Nordeste,Carlos Silva,9,105,2.4
V043000,2024-06-29,4961.94,6975.29,2013.35,Projetor,Áudio e Vídeo,Sony,Loja Física,Nordeste,Ana Costa,33,140,1.6
V043001,2024-06-04,530.83,595.91,65.08,Gabinete,Componentes,Intel,Venda Direta,Norte,Carlos Silva,25,13,1.9
V043002,2023-09-19,200.25,273.14,72.89,Estabilizador,Componentes,Intel,Venda Direta,Centro-Oeste,Carlos Silva,94,189,1.2
V043003,2024-08-03,123.93,162.74,38.81,Cooler,Componentes,Intel,Loja Física,Nordeste,Eduardo Rocha,82,107,2.8
V043004,2023-05-03,551.57,729.23,177.66,SSD,Armazenamento,Kingston,Loja Física,Nordeste,Daniela Souza,22,41,2.2
V043005,2023-09-11,1462.76,1568.66,105.9,Monitor,Periféricos,HP,E-commerce,Centro-Oeste,Bruno Lima,15,32,4.6
V043006,2023-12-27,106.98,143.84,36.86,Lâmpada Inteligente,Eletrônicos,Xiaomi,Venda Direta,Sudeste,Daniela Souza,25,127,2.8
V043007,2024-04-10,162.8,173.91,11.11,Hub USB,Acessórios,Anker,Loja Física,Sudeste,Daniela Souza,14,49,1.6
V043008,2023-09-01,173.1,214.11,41.01,Controle de Videogame,Acessórios,Genérico,Marketplace,Centro-Oeste,Ana Costa,59,135,1.1
V043009,2023-01-24,888.98,1090.35,201.37,Memória RAM,Componentes,AMD,Venda Direta,Nordeste,Daniela Souza,18,114,4.2
V043010,2023-02-16,189.61,268.97,79.36,Hub USB,Acessórios,Belkin,Venda Direta,Sudeste,Bruno Lima,14,86,2.9
V043011,2023-04-27,2929.94,3740.36,810.42,Processador,Componentes,AMD,E-commerce,Centro-Oeste,Eduardo Rocha,90,67,4.5
V043012,2023-12-18,874.84,1174.93,300.09,Estabilizador,Componentes,Corsair,Loja Física,Centro-Oeste,Ana Costa,27,180,1.9
V043013,2024-06-14,306.73,419.88,113.15,Carregador Portátil,Acessórios,Baseus,Venda Direta,Sudeste,Bruno Lima,75,41,3.3
V043014,2023-11-23,745.94,837.63,91.69,Dock Station,Periféricos,Logitech,E-commerce,Sul,Bruno Lima,76,114,1.2
V043015,2024-03-16,127.22,151.02,23.8,Teclado,Periféricos,Multilaser,Venda Direta,Sudeste,Daniela Souza,77,75,2.0
V043016,2025-01-27,58.22,76.38,18.16,Teclado,Periféricos,Dell,Marketplace,Sudeste,Eduardo Rocha,39,99,1.3
V043017,2023-06-29,435.17,501.91,66.74,Dock Station,Periféricos,Logitech,Loja Física,Sul,Bruno Lima,21,10,3.7
V043018,2024-08-13,417.33,433.59,16.26,Webcam,Periféricos,Logitech,Marketplace,Centro-Oeste,Eduardo Rocha,89,196,2.5
V043019,2023-07-29,182.21,188.66,6.45,Dock Station,Periféricos,Dell,E-commerce,Sudeste,Ana Costa,59,128,3.7
V043020,2024-12-30,465.07,523.52,58.45,TV Box,Áudio e Vídeo,Philips,Marketplace,Centro-Oeste,Carlos Silva,53,40,3.2
V043021,2024-09-01,4705.0,5100.01,395.01,Notebook,Informática,Lenovo,Venda Direta,Nordeste,Eduardo Rocha,23,116,3.1
V043022,2024-05-29,101.26,141.29,40.03,Pen Drive,Armazenamento,Kingston,Loja Física,Nordeste,Ana Costa,95,1,3.0
V043023,2024-04-21,951.77,1140.81,189.04,Fonte de Alimentação,Componentes,AMD,Venda Direta,Norte,Daniela Souza,13,177,1.7
V043024,2024-01-27,274.1,345.33,71.23,Tripé,Acessórios,Genérico,Venda Direta,Sul,Daniela Souza,36,147,3.3
V043025,2023-04-10,657.57,804.37,146.8,Scanner,Periféricos,Dell,Loja Física,Norte,Bruno Lima,64,19,1.1
V043026,2023-01-02,6337.59,8344.17,2006.58,Tablet,Eletrônicos,LG,Loja Física,Sul,Daniela Souza,24,67,1.1
V043027,2025-01-08,349.33,408.24,58.91,Fonte de Alimentação,Componentes,NVIDIA,Venda Direta,Centro-Oeste,Carlos Silva,67,56,3.7
V043028,2024-10-12,6839.43,7231.5,392.07,Processador,Componentes,Intel,Loja Física,Nordeste,Eduardo Rocha,72,87,2.5
V043029,2024-08-12,164.55,207.24,42.69,Tripé,Acessórios,Belkin,Marketplace,Sul,Eduardo Rocha,42,154,2.3
V043030,2023-11-04,538.6,586.16,47.56,Memória RAM,Componentes,Corsair,Loja Física,Nordeste,Fernanda Alves,70,190,5.0
V043031,2023-01-07,261.12,283.44,22.32,HD Externo,Armazenamento,SanDisk,E-commerce,Sul,Eduardo Rocha,81,183,4.2
V043032,2024-08-30,1432.03,1661.92,229.89,Placa de Vídeo,Componentes,Corsair,Loja Física,Sudeste,Bruno Lima,100,23,2.4
V043033,2024-03-09,558.41,714.68,156.27,Smartwatch,Eletrônicos,Apple,E-commerce,Norte,Daniela Souza,12,15,3.2
V043034,2025-02-21,262.45,331.42,68.97,Ring Light,Acessórios,Baseus,Marketplace,Sul,Eduardo Rocha,52,158,2.3
V043035,2023-10-01,621.18,632.61,11.43,Smartwatch,Eletrônicos,Samsung,Loja Física,Sudeste,Daniela Souza,21,75,2.4
V043036,2024-04-11,149.51,183.32,33.81,Microfone,Áudio e Vídeo,Bose,Loja Física,Sul,Carlos Silva,65,49,4.3
V043037,2024-09-14,799.23,1014.83,215.6,Monitor,Periféricos,Logitech,Venda Direta,Sul,Daniela Souza,65,69,1.3
V043038,2023-08-22,196.13,267.02,70.89,TV Box,Áudio e Vídeo,Philips,Marketplace,Nordeste,Bruno Lima,71,185,3.2
V043039,2024-11-26,438.29,491.88,53.59,Estabilizador,Componentes,NVIDIA,E-commerce,Sudeste,Fernanda Alves,67,148,3.5
V043040,2024-10-10,139.06,188.87,49.81,Teclado,Periféricos,Dell,E-commerce,Centro-Oeste,Eduardo Rocha,19,149,2.0
V043041,2025-02-26,216.9,218.49,1.59,Memória RAM,Componentes,AMD,Marketplace,Sul,Daniela Souza,31,64,1.4
V043042,2023-09-29,92.49,98.15,5.66,Adaptador Bluetooth,Acessórios,Belkin,Venda Direta,Sul,Fernanda Alves,86,6,1.2
V043043,2023-05-14,128.11,173.06,44.95,Scanner,Periféricos,Logitech,Marketplace,Norte,Bruno Lima,68,45,2.7
V043044,2024-06-15,1380.5,1515.87,135.37,Impressora,Periféricos,HP,Marketplace,Sudeste,Eduardo Rocha,12,78,4.0
V043045,2023-08-30,483.97,558.55,74.58,Câmera,Áudio e Vídeo,Philips,Loja Física,Centro-Oeste,Ana Costa,95,58,4.0
V043046,2023-02-16,630.93,773.94,143.01,Switch de Rede,Rede,Ubiquiti,Marketplace,Sul,Eduardo Rocha,39,98,4.0
V043047,2024-06-06,181.54,197.29,15.75,Leitor de Cartão,Acessórios,Baseus,Marketplace,Centro-Oeste,Carlos Silva,14,19,3.6
V043048,2024-02-15,619.5,643.8,24.3,Estabilizador,Componentes,NVIDIA,Venda Direta,Sudeste,Bruno Lima,11,102,2.0
V043049,2023-08-08,2254.54,2344.82,90.28,Projetor,Áudio e Vídeo,Philips,Marketplace,Norte,Eduardo Rocha,24,132,3.9
V043050,2025-03-04,204.62,215.84,11.22,Placa Mãe,Componentes,AMD,E-commerce,Nordeste,Fernanda Alves,1,53,4.7
V043051,2023-06-19,362.41,486.4,123.99,Caixa de Som,Áudio e Vídeo,Philips,Venda Direta,Nordeste,Bruno Lima,63,185,4.4
V043052,2024-06-09,77.65,93.72,16.07,Pen Drive,Armazenamento,Kingston,Venda Direta,Centro-Oeste,Carlos Silva,83,189,1.6
V043053,2023-01-11,441.5,503.81,62.31,Fone de Ouvido,Áudio e Vídeo,Philips,Venda Direta,Sudeste,Daniela Souza,35,32,3.2
V043054,2023-12-23,399.91,478.0,78.09,Câmera,Áudio e Vídeo,Sony,Marketplace,Norte,Fernanda Alves,61,116,1.9
V043055,2023-09-19,119.65,123.71,4.06,Lâmpada Inteligente,Eletrônicos,Samsung,Loja Física,Centro-Oeste,Fernanda Alves,74,124,3.1
V043056,2023-03-23,1922.11,2130.71,208.6,Processador,Componentes,Intel,Marketplace,Nordeste,Daniela Souza,15,61,1.1
V043057,2025-02-02,1196.49,1486.37,289.88,Placa de Vídeo,Componentes,AMD,Marketplace,Nordeste,Daniela Souza,95,67,2.3
V043058,2024-12-17,56.79,60.74,3.95,Cooler,Componentes,Intel,Marketplace,Sul,Daniela Souza,59,164,4.0
V043059,2024-06-20,958.97,1075.89,116.92,Caixa de Som,Áudio e Vídeo,Philips,Loja Física,Sul,Ana Costa,98,35,4.0
V043060,2024-05-04,1014.01,1435.92,421.91,Processador,Componentes,AMD,Marketplace,Norte,Bruno Lima,22,65,3.7
V043061,2023-04-16,198.92,240.0,41.08,Pen Drive,Armazenamento,SanDisk,Venda Direta,Sul,Daniela Souza,49,79,2.9
V043062,2023-10-03,187.42,218.95,31.53,Webcam,Periféricos,Multilaser,Loja Física,Sul,Eduardo Rocha,27,0,3.3
V043063,2023-08-07,3559.12,4689.61,1130.49,Placa de Vídeo,Componentes,Intel,Marketplace,Centro-Oeste,Carlos Silva,60,190,2.3
V043064,2023-05-15,497.4,604.65,107.25,Smartwatch,Eletrônicos,Xiaomi,Venda Direta,Norte,Eduardo Rocha,76,93,2.8
V043065,2023-11-08,406.21,502.01,95.8,Smartwatch,Eletrônicos,Apple,E-commerce,Sudeste,Fernanda Alves,25,123,2.6
V043066,2025-02-20,1153.34,1253.94,100.6,HD Externo,Armazenamento,SanDisk,Marketplace,Centro-Oeste,Eduardo Rocha,96,161,3.8
V043067,2024-03-19,80.31,83.69,3.38,Mouse,Periféricos,Logitech,Venda Direta,Centro-Oeste,Eduardo Rocha,75,190,4.0
V043068,2023-02-17,183.77,200.79,17.02,Teclado,Periféricos,Dell,Marketplace,Centro-Oeste,Eduardo Rocha,85,117,1.2
V043069,2023-11-20,289.36,388.99,99.63,Microfone,Áudio e Vídeo,Philips,Venda Direta,Nordeste,Eduardo Rocha,39,190,1.6
V043070,2024-02-20,96.34,107.36,11.02,Cooler,Componentes,AMD,Venda Direta,Sul,Daniela Souza,97,176,3.2
V043071,2024-03-28,4668.44,5603.6,935.16,Notebook,Informática,Asus,Marketplace,Nordeste,Ana Costa,54,103,2.9
V043072,2023-03-21,413.93,582.58,168.65,TV Box,Áudio e Vídeo,Bose,Marketplace,Norte,Fernanda Alves,21,52,4.5
V043073,2025-04-21,68.6,78.01,9.41,Pen Drive,Armazenamento,Seagate,E-commerce,Sudeste,Daniela Souza,21,120,4.0
V043074,2024-01-07,981.82,1363.53,381.71,Memória RAM,Componentes,NVIDIA,Loja Física,Sul,Daniela Souza,29,41,1.8
V043075,2023-07-29,530.64,555.35,24.71,Placa Mãe,Componentes,Corsair,Loja Física,Sudeste,Ana Costa,62,6,4.5
V043076,2023-07-25,161.54,229.15,67.61,Tripé,Acessórios,Genérico,Loja Física,Nordeste,Bruno Lima,24,180,2.3
V043077,2023-07-28,143.23,164.63,21.4,Pen Drive,Armazenamento,Seagate,Venda Direta,Norte,Carlos Silva,35,150,3.9
V043078,2023-06-14,3933.03,4842.61,909.58,Tablet,Eletrônicos,Samsung,Venda Direta,Nordeste,Ana Costa,84,132,1.8
V043079,2023-11-15,84.0,94.63,10.63,Adaptador Bluetooth,Acessórios,Belkin,Loja Física,Centro-Oeste,Ana Costa,9,80,2.2
V043080,2023-10-16,56.88,77.84,20.96,Leitor de Cartão,Acessórios,Belkin,E-commerce,Norte,Fernanda Alves,54,12,1.0
V043081,2024-04-24,333.38,368.08,34.7,TV Box,Áudio e Vídeo,Bose,Marketplace,Centro-Oeste,Fernanda Alves,99,154,2.2
V043082,2024-12-10,517.88,623.97,106.09,SSD,Armazenamento,Seagate,Loja Física,Sul,Ana Costa,9,193,2.5
V043083,2024-02-23,194.14,243.21,49.07,Lâmpada Inteligente,Eletrônicos,Samsung,Loja Física,Sudeste,Eduardo Rocha,57,43,1.2
V043084,2024-07-22,254.47,352.0,97.53,Webcam,Periféricos,Multilaser,Marketplace,Sul,Eduardo Rocha,70,83,3.1
V043085,2024-07-03,2768.95,3060.31,291.36,Placa de Vídeo,Componentes,Corsair,Loja Física,Norte,Eduardo Rocha,79,14,2.0
V043086,2023-04-02,101.48,106.34,4.86,Tripé,Acessórios,Genérico,Marketplace,Sul,Eduardo Rocha,64,141,1.2
V043087,2024-02-08,482.9,572.94,90.04,Tripé,Acessórios,Baseus,E-commerce,Nordeste,Carlos Silva,75,3,3.5
V043088,2024-09-04,614.48,727.42,112.94,Dock Station,Periféricos,Dell,Loja Física,Nordeste,Bruno Lima,13,138,4.5
V043089,2024-10-05,815.14,1099.9,284.76,Memória RAM,Componentes,Corsair,E-commerce,Sudeste,Daniela Souza,75,161,3.7
V043090,2024-02-11,3240.87,3952.23,711.36,Tablet,Eletrônicos,LG,Loja Física,Sul,Bruno Lima,49,66,1.8
V043091,2023-11-04,1359.09,1711.33,352.24,SSD,Armazenamento,SanDisk,E-commerce,Sul,Ana Costa,21,90,2.5
V043092,2024-12-12,197.94,231.45,33.51,Ring Light,Acessórios,Anker,Marketplace,Centro-Oeste,Fernanda Alves,71,5,3.2
V043093,2023-05-01,5698.25,7369.69,1671.44,Projetor,Áudio e Vídeo,Bose,E-commerce,Sudeste,Eduardo Rocha,41,65,2.2
V043094,2023-11-19,311.94,350.58,38.64,Carregador Portátil,Acessórios,Anker,Marketplace,Nordeste,Daniela Souza,56,38,1.1
V043095,2023-05-11,101.7,108.94,7.24,Hub USB,Acessórios,Baseus,Marketplace,Norte,Ana Costa,80,143,4.9
V043096,2023-02-19,479.27,564.98,85.71,Estabilizador,Componentes,AMD,Marketplace,Sul,Fernanda Alves,37,192,2.2
V043097,2023-10-18,6607.61,8084.47,1476.86,Projetor,Áudio e Vídeo,Bose,E-commerce,Norte,Carlos Silva,49,93,2.2
V043098,2024-04-07,125.96,151.88,25.92,Mouse,Periféricos,Dell,Venda Direta,Norte,Carlos Silva,6,128,1.7
V043099,2023-03-30,884.79,1118.88,234.09,Monitor,Periféricos,Logitech,Marketplace,Nordeste,Carlos Silva,83,124,1.9
V043100,2023-01-05,67.8,90.2,22.4,Hub USB,Acessórios,Belkin,Venda Direta,Norte,Carlos Silva,24,55,4.1
V043101,2023-10-05,286.97,323.81,36.84,Webcam,Periféricos,HP,Marketplace,Centro-Oeste,Carlos Silva,77,27,5.0
V043102,2024-12-03,4032.76,5590.76,1558.0,Placa de Vídeo,Componentes,Corsair,Marketplace,Nordeste,Fernanda Alves,19,92,1.9
V043103,2023-03-27,5673.87,6345.17,671.3,Processador,Componentes,Corsair,E-commerce,Sudeste,Daniela Souza,35,143,1.6
V043104,2023-06-15,587.07,633.59,46.52,SSD,Armazenamento,SanDisk,Loja Física,Norte,Bruno Lima,73,100,1.4
V043105,2025-03-23,443.94,447.02,3.08,Fone de Ouvido,Áudio e Vídeo,Sony,Venda Direta,Sul,Daniela Souza,4,57,3.9
V043106,2023-10-11,6720.72,8285.88,1565.16,Tablet,Eletrônicos,LG,Loja Física,Sudeste,Fernanda Alves,89,61,2.8
V043107,2024-10-22,472.25,586.0,113.75,TV Box,Áudio e Vídeo,Bose,Loja Física,Sul,Daniela Souza,89,1,4.6
V043108,2024-09-12,502.14,681.93,179.79,Gabinete,Componentes,Intel,Venda Direta,Sul,Ana Costa,4,155,2.8
V043109,2024-04-29,71.38,101.3,29.92,Leitor de Cartão,Acessórios,Anker,Loja Física,Nordeste,Carlos Silva,100,142,4.5
V043110,2024-12-06,211.28,296.14,84.86,Impressora,Periféricos,Dell,E-commerce,Sul,Fernanda Alves,48,171,1.7
V043111,2025-03-21,675.35,814.78,139.43,Roteador,Rede,D-Link,Loja Física,Centro-Oeste,Ana Costa,19,56,3.1
V043112,2023-09-30,63.62,66.07,2.45,Adaptador Bluetooth,Acessórios,Baseus,E-commerce,Sul,Bruno Lima,26,16,4.0
V043113,2024-11-28,1970.88,2645.32,674.44,Processador,Componentes,Corsair,E-commerce,Norte,Eduardo Rocha,93,118,1.1
V043114,2023-10-08,728.66,994.25,265.59,Dock Station,Periféricos,HP,Loja Física,Sudeste,Fernanda Alves,86,158,2.9
V043115,2024-09-08,4480.92,5160.26,679.34,Tablet,Eletrônicos,Xiaomi,Marketplace,Norte,Ana Costa,84,139,1.4
V043116,2023-03-21,2807.36,3047.84,240.48,Projetor,Áudio e Vídeo,Philips,Venda Direta,Norte,Daniela Souza,85,18,1.7
V043117,2024-11-12,440.69,447.79,7.1,Switch de Rede,Rede,D-Link,Venda Direta,Sul,Carlos Silva,81,68,4.0
V043118,2025-01-20,163.52,214.64,51.12,Pen Drive,Armazenamento,Western Digital,E-commerce,Norte,Ana Costa,48,184,1.8
V043119,2023-09-25,752.45,980.74,228.29,Switch de Rede,Rede,Cisco,Loja Física,Sul,Daniela Souza,28,164,2.5
V043120,2023-01-26,255.44,283.6,28.16,Fone de Ouvido,Áudio e Vídeo,JBL,Venda Direta,Sudeste,Fernanda Alves,33,46,1.9
V043121,2024-03-05,61.79,73.31,11.52,Switch de Rede,Rede,D-Link,Marketplace,Nordeste,Ana Costa,47,10,2.8
V043122,2024-12-16,652.99,931.17,278.18,Scanner,Periféricos,Multilaser,E-commerce,Nordeste,Daniela Souza,48,173,2.1
V043123,2023-09-26,1165.86,1321.09,155.23,SSD,Armazenamento,Seagate,Venda Direta,Sudeste,Bruno Lima,28,178,2.9
V043124,2024-02-19,276.48,280.06,3.58,Switch de Rede,Rede,TP-Link,Loja Física,Nordeste,Eduardo Rocha,73,56,1.7
V043125,2023-11-20,369.94,434.41,64.47,Carregador Portátil,Acessórios,Belkin,Loja Física,Sul,Ana Costa,46,56,2.9
V043126,2023-11-26,107.17,122.37,15.2,Controle de Videogame,Acessórios,Belkin,E-commerce,Centro-Oeste,Eduardo Rocha,33,62,1.1
V043127,2023-12-12,152.81,211.91,59.1,Pen Drive,Armazenamento,Kingston,Venda Direta,Norte,Bruno Lima,72,170,4.4
V043128,2024-10-03,239.45,249.62,10.17,HD Externo,Armazenamento,Seagate,Venda Direta,Centro-Oeste,Fernanda Alves,58,91,1.4
V043129,2023-05-21,812.33,829.9,17.57,Memória RAM,Componentes,AMD,Venda Direta,Sudeste,Ana Costa,43,143,4.2
V043130,2024-11-01,5662.59,6434.12,771.53,Projetor,Áudio e Vídeo,Sony,Venda Direta,Sudeste,Fernanda Alves,53,108,4.5
V043131,2024-11-22,184.16,253.35,69.19,Teclado,Periféricos,Logitech,E-commerce,Sul,Carlos Silva,56,200,3.3
V043132,2024-04-24,197.79,240.51,42.72,Lâmpada Inteligente,Eletrônicos,LG,E-commerce,Centro-Oeste,Daniela Souza,54,77,3.3
V043133,2023-05-02,159.5,216.48,56.98,Hub USB,Acessórios,Baseus,Venda Direta,Sul,Eduardo Rocha,9,79,2.3
V043134,2023-05-27,151.02,161.86,10.84,Tripé,Acessórios,Genérico,Venda Direta,Nordeste,Bruno Lima,45,131,4.7
V043135,2023-04-10,3369.53,4803.61,1434.08,Tablet,Eletrônicos,Samsung,Loja Física,Norte,Carlos Silva,4,130,1.7
V043136,2024-11-16,117.53,119.63,2.1,Pen Drive,Armazenamento,SanDisk,Venda Direta,Nordeste,Bruno Lima,64,153,2.3
V043137,2023-07-16,157.8,167.76,9.96,Fonte de Alimentação,Componentes,Intel,E-commerce,Norte,Ana Costa,15,188,4.5
V043138,2025-04-01,954.68,1050.87,96.19,SSD,Armazenamento,Seagate,Venda Direta,Sudeste,Fernanda Alves,46,27,3.3
V043139,2023-02-10,179.07,189.87,10.8,Mouse,Periféricos,HP,Loja Física,Norte,Fernanda Alves,67,70,3.7
V043140,2024-03-18,2481.41,2633.18,151.77,Tablet,Eletrônicos,LG,Venda Direta,Norte,Ana Costa,51,66,4.3
V043141,2024-06-02,1301.35,1340.09,38.74,HD Externo,Armazenamento,Western Digital,Loja Física,Norte,Bruno Lima,32,31,1.2
V043142,2023-01-26,649.03,812.59,163.56,HD Externo,Armazenamento,SanDisk,Marketplace,Sul,Bruno Lima,69,89,1.3
V043143,2023-11-19,912.8,1106.57,193.77,Roteador,Rede,D-Link,Loja Física,Nordeste,Eduardo Rocha,7,72,1.7
V043144,2024-01-24,546.88,668.0,121.12,Scanner,Periféricos,Dell,E-commerce,Sudeste,Carlos Silva,95,136,3.0
V043145,2023-02-20,131.94,160.97,29.03,Leitor de Cartão,Acessórios,Anker,Marketplace,Sul,Daniela Souza,38,121,3.1
V043146,2023-02-26,479.93,621.38,141.45,Placa Mãe,Componentes,NVIDIA,E-commerce,Norte,Ana Costa,20,34,1.7
V043147,2023-05-18,103.84,139.92,36.08,Scanner,Periféricos,Dell,Marketplace,Sudeste,Fernanda Alves,41,15,1.0
V043148,2023-01-23,223.19,234.69,11.5,Controle de Videogame,Acessórios,Anker,Loja Física,Norte,Daniela Souza,33,157,1.1
V043149,2024-11-13,778.6,958.28,179.68,Gabinete,Componentes,NVIDIA,Venda Direta,Norte,Daniela Souza,7,7,4.5
V043150,2023-07-31,291.16,389.36,98.2,Impressora,Periféricos,Logitech,Marketplace,Centro-Oeste,Ana Costa,70,16,3.5
V043151,2025-03-07,988.6,1168.57,179.97,Estabilizador,Componentes,AMD,E-commerce,Norte,Fernanda Alves,57,84,3.3
V043152,2024-06-05,287.35,384.44,97.09,Tripé,Acessórios,Belkin,Loja Física,Nordeste,Daniela Souza,82,63,3.4
V043153,2023-01-12,270.56,360.93,90.37,Memória RAM,Componentes,Intel,Venda Direta,Sul,Eduardo Rocha,80,64,3.5
V043154,2024-12-26,280.89,327.02,46.13,Gabinete,Componentes,NVIDIA,Loja Física,Norte,Bruno Lima,83,163,3.8
V043155,2023-11-01,2709.43,3861.12,1151.69,Processador,Componentes,NVIDIA,Venda Direta,Centro-Oeste,Daniela Souza,100,182,1.4
V043156,2024-01-31,204.74,231.93,27.19,Scanner,Periféricos,Multilaser,Loja Física,Sul,Eduardo Rocha,29,53,2.6
V043157,2025-03-29,165.31,201.93,36.62,Gabinete,Componentes,Corsair,Loja Física,Nordeste,Bruno Lima,73,131,1.3
V043158,2025-04-22,1481.7,1557.25,75.55,No-Break,Componentes,Intel,E-commerce,Nordeste,Fernanda Alves,35,31,4.6
V043159,2023-12-31,709.5,923.73,214.23,Estabilizador,Componentes,Intel,Loja Física,Sul,Fernanda Alves,84,137,4.5
V043160,2024-01-01,167.23,179.42,12.19,Carregador Portátil,Acessórios,Belkin,Venda Direta,Sul,Fernanda Alves,40,153,2.9
V043161,2024-03-13,170.65,224.87,54.22,Pen Drive,Armazenamento,Seagate,Marketplace,Sul,Bruno Lima,79,114,1.6
V043162,2024-05-12,3144.44,3144.47,0.03,Processador,Componentes,Intel,Loja Física,Sudeste,Bruno Lima,2,117,2.9
V043163,2024-09-05,127.75,132.68,4.93,Hub USB,Acessórios,Anker,Venda Direta,Nordeste,Bruno Lima,63,86,1.3
V043164,2025-01-24,103.83,133.59,29.76,Hub USB,Acessórios,Belkin,Venda Direta,Nordeste,Daniela Souza,24,142,2.5
V043165,2023-07-17,423.96,452.6,28.64,Câmera,Áudio e Vídeo,Sony,E-commerce,Sudeste,Bruno Lima,30,81,2.9
V043166,2023-06-12,5333.73,6956.96,1623.23,Placa de Vídeo,Componentes,NVIDIA,Loja Física,Norte,Ana Costa,25,183,1.8
V043167,2024-04-07,88.17,111.16,22.99,Fonte de Alimentação,Componentes,NVIDIA,Marketplace,Sul,Carlos Silva,98,136,2.8
V043168,2025-03-05,125.6,169.91,44.31,Microfone,Áudio e Vídeo,Sony,Marketplace,Norte,Carlos Silva,12,80,1.1
V043169,2023-09-28,365.54,409.42,43.88,Carregador Portátil,Acessórios,Genérico,E-commerce,Norte,Ana Costa,54,65,2.4
